Species_ayerbe,Species_bl,Total.individuals,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary,Hand-Wing.Index,Tail.Length,Mass,Habitat,Habitat.Density,Trophic.Level,Trophic.Niche,Primary.Lifestyle,Min.Latitude,Max.Latitude,Centroid.Latitude,Centroid.Longitude,Range.Size,Forest_bin,Migration_avo,Migration_bb,Primary_diet,Diet_breadth,Habitat_breadth,Ecological_specialization,Clutch_min,Clutch_max,Clutch_mean,Gen_length,Elev_range,Iucn_red_list
Sporophila schistacea,Sporophila schistacea,5,12.9,7.3,5.4,7.3,14.1,61.5,15.4,46.2,24.9,40.2,12.7,Forest,Dense,Herbivore,Granivore,Generalist,-17.21,17.73,-3.25,-67.12,1554851.82,Forest,Partial,Irregular,Seed,1,4,1.3979400086720375,2,3,2.5,2.147327585,2300,LC
Patagioenas cayennensis,Patagioenas cayennensis,13,24.5,12.1,4.6,5.5,23.4,180.3,62.8,115.9,35.1,112.7,229,Forest,Open,Herbivore,Frugivore,Insessorial,-32.2,20.43,-7.62,-59.02,13517479.29,Forest,Sedentary,Sedentary,Fruit,2,5,1,1,2,1.5,4.387992218,2100,LC
Sporophila luctuosa,Sporophila luctuosa,17,9.4,6.1,5.5,6.9,17.3,56.1,13,44,22.7,44.1,12.5,Shrubland,Open,Herbivore,Granivore,Insessorial,-17.83,11.29,-4.82,-74.49,524736.69,Non-forest,Partial,Altitudinal,Seed,1,3,1.5228787452803376,NA,NA,NA,2.146239091,1600,LC
Parabuteo unicinctus,Parabuteo unicinctus,5,34.4,21.4,11.4,16.6,81.6,320.8,99.8,223.2,30.8,222,850.28,Shrubland,Semi_open,Carnivore,Vertivore,Insessorial,-43.93,34.37,-10.52,-65.99,9015595.35,Non-forest,Partial,Irregular,Vertebrate,1,5,1.3010299956639813,2,4,3,6.591665147,2000,LC
Florisuga mellivora,Florisuga mellivora,46,23.6,16.7,2.6,2.7,5,67.8,43.8,22.6,66.1,36.8,7.4,Forest,Dense,Herbivore,Nectarivore,Aerial,-18.57,18.72,-2,-64.64,8105538.69,Forest,Sedentary,Irregular,Nectar,2,3,1.2218487496163564,1,3,2,2.239834915,2100,LC
Brotogeris jugularis,Brotogeris jugularis,7,21.1,16.1,9.2,14.8,12.1,110.7,46.4,64.3,42,66.2,63.2,Woodland,Semi_open,Herbivore,Omnivore,Insessorial,2.99,16.43,9.32,-75.49,781311.17,Forest,Sedentary,Irregular,Herbivore,4,3,0.9208187539523752,4,7,5.5,3.567151408,1600,LC
Buteo nitidus,Buteo nitidus,10,30.3,18.5,11.2,15.3,64.6,247.3,71.9,189.5,27.5,170.6,519.04,Forest,Dense,Carnivore,Vertivore,Insessorial,-27.61,12.46,-6.6,-57.82,10412658.23,Forest,Sedentary,Sedentary,Vertebrate,2,2,1.3979400086720375,1,3,2,6.158468924,900,LC
Thraupis palmarum,Tangara palmarum,77,15,9.4,5.9,6.5,20.7,92.5,20.4,72.8,21.9,70.4,39,Forest,Semi_open,Omnivore,Omnivore,Insessorial,-32.24,12.96,-6.86,-58.28,12189499.37,Forest,Sedentary,Sedentary,Omnivore,3,5,0.8239087409443188,2,2,2,3.414037276,2700,LC
Leptotila verreauxi,Leptotila verreauxi,38,19.5,10,3.6,4,27.7,136.7,29.8,104.6,22.1,102.1,146.88,Shrubland,Dense,Herbivore,Granivore,Terrestrial,-36.95,30.78,-7.54,-61.63,15542979.81,Non-forest,Sedentary,Sedentary,Seed,3,5,0.8239087409443188,2,2,2,4.306651531,2900,LC
Pilherodius pileatus,Pilherodius pileatus,12,89.1,68.9,12.6,17.5,91.8,272.8,71,203.3,25.9,96,568.59,Wetland,Open,Carnivore,Aquatic predator,Terrestrial,-26.85,11.9,-6.53,-59.39,10271266.32,Non-forest,Sedentary,Sedentary,Fish,3,5,0.8239087409443188,2,4,3,5.634150731,2700,LC
Momotus subrufescens,Momotus subrufescens,6,41.1,28.3,9.3,11.4,28.2,124.3,22.3,100.1,18.2,215,97.1,Forest,Dense,Carnivore,Omnivore,Insessorial,-6.6,12.33,6.25,-75.58,341747.75,Forest,Sedentary,Sedentary,Invertebrate,3,5,0.8239087409443188,NA,3.5,3.5,2.464825941,1400,LC
Todirostrum cinereum,Todirostrum cinereum,55,14.8,9.9,4.8,3,19.1,42.5,6.3,35.9,15,33.8,6.29,Shrubland,Semi_open,Carnivore,Invertivore,Insessorial,-26.27,21.62,-5.99,-60.95,8243668.88,Non-forest,Sedentary,Sedentary,Invertebrate,2,4,1.0969100130080565,2,3,2.5,2.196875479,2300,LC
Pyrrhura melanura,Pyrrhura melanura,15,20.8,15.8,10.7,18.3,13.3,129.1,51.9,71.6,42,118.1,70.54,Forest,Dense,Herbivore,Frugivore,Insessorial,-11.01,5.85,-1.04,-70.48,1490802.93,Forest,Sedentary,Irregular,Fruit,1,1,2,4,4,4,2.987818667,1900,LC
Glaucidium brasilianum,Glaucidium brasilianum,11,15.1,10.3,6.1,10.7,17.2,93.8,16.6,77.1,17.7,62.8,63.3,Shrubland,Semi_open,Carnivore,Invertivore,Insessorial,-34.98,33.43,-6.96,-61.15,14375175.98,Non-forest,Sedentary,Sedentary,Carnivore,2,5,1,2,5,3.5,2.930105264,2350,LC
Burhinus bistriatus,Burhinus bistriatus,4,49.8,25.4,10.4,12.2,110.2,241.8,105.7,136.1,43.6,119.5,787,Grassland,Open,Carnivore,Invertivore,Terrestrial,-0.1,19.93,9.09,-70.7,787421.54,Non-forest,Sedentary,Sedentary,Invertebrate,2,4,1.0969100130080565,2,2,2,8.468173366,1100,LC
Dendrocygna autumnalis,Dendrocygna autumnalis,6,50.8,34.6,18.3,16.1,52.7,240.8,79.1,163.4,32.7,66,755.3,Wetland,Open,Herbivore,Herbivore terrestrial,Terrestrial,-28.64,32.34,-4.7,-62.43,9443719.89,Non-forest,Partial,Sedentary,Herbivore,3,3,1.045757490560675,9,18,13.5,2.362207056,2700,LC
Molothrus bonariensis,Molothrus bonariensis,25,19.7,12.5,6.5,8.3,25.5,109.9,29.5,78.2,27.3,82.7,41.49,Woodland,Semi_open,Omnivore,Invertivore,Terrestrial,-44.17,28.13,-10.72,-59.54,13210499.69,Forest,Sedentary,Migratory,Invertebrate,2,5,1,1,5,3,2.91219839,2700,LC
Phimosus infuscatus,Phimosus infuscatus,6,115.2,100.4,10.2,14.7,58.1,265.3,92.4,175.1,34.5,109.3,559,Wetland,Open,Carnivore,Aquatic predator,Terrestrial,-36.89,11.36,-16.48,-56.27,6585514.18,Non-forest,Partial,Irregular,Invertebrate,1,5,1.3010299956639813,1,8,4.5,5.617822305,3100,LC
Ara militaris,Ara militaris,7,56.6,49.3,27.2,57.2,28.8,366.7,151.2,216.8,41.1,366.1,1134,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-23.73,29.54,-3.31,-74.31,281783.13,Forest,Sedentary,Altitudinal,Herbivore,3,1,1.5228787452803376,2,3,2.5,12.92212445,3900,VU
Buteo brachyurus,Buteo brachyurus,5,31.1,17,10.4,14.9,53.8,307.6,90,213.3,29.7,171,496.01,Forest,Dense,Carnivore,Vertivore,Aerial,-30.69,29.85,-5.09,-62.04,14372802.04,Forest,Sedentary,Irregular,Vertebrate,1,3,1.5228787452803376,1,3,2,6.410114842,3100,LC
Forpus passerinus,Forpus passerinus,11,15.9,12.6,8.3,12.8,9.8,79.5,31.9,47.7,40.1,37.7,23,Woodland,Semi_open,Herbivore,Granivore,Generalist,-3.53,12.46,5.77,-61.48,1060411.64,Forest,Sedentary,Altitudinal,Seed,3,4,0.9208187539523752,5,5,5,2.991287825,1900,LC
Ara ararauna,Ara ararauna,13,66,61.9,30.2,55.1,31.9,381.3,115.4,264.6,30.1,492.5,1125,Forest,Dense,Herbivore,Omnivore,Insessorial,-23.47,11.32,-6.59,-60.82,7780066.73,Forest,Sedentary,Irregular,Herbivore,4,4,0.7958800173440752,1,3,2,12.12364583,1600,LC
Conirostrum leucogenys,Conirostrum leucogenys,4,11.1,6.9,2.9,3,14.1,53.8,11.9,41.9,22.1,32.5,7,Forest,Semi_open,Omnivore,Invertivore,Insessorial,2.15,11.36,8.81,-73.1,271279.35,Forest,Sedentary,Sedentary,Invertebrate,2,3,1.2218487496163564,NA,NA,NA,2.172545766,1400,LC
Pachysylvia decurtata,Pachysylvia decurtata,34,14.6,8.4,3.5,3.7,16.9,52.5,6.8,46.7,12.8,36,8.49,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-4.29,21.58,12.53,-85.99,856443.06,Forest,Sedentary,Sedentary,Invertebrate,2,2,1.3979400086720375,2,2,2,2.456496786,1600,LC
Eubucco richardsoni,Eubucco richardsoni,8,21.2,12.6,6.1,7.4,18.2,67.8,10.5,57.3,15.5,44.6,33.9,Forest,Dense,Herbivore,Frugivore,Insessorial,-5.43,6.49,-0.65,-74.32,636638.07,Forest,Sedentary,Sedentary,Fruit,2,3,1.2218487496163564,NA,NA,NA,3.185061006,1200,LC
Turdus albicollis,Turdus albicollis,51,22.7,11,4.8,6,29.6,110.3,23.7,87.5,21.3,88.7,54,Forest,Dense,Omnivore,Invertivore,Generalist,-34.95,12.46,-7.67,-60.51,8533196.81,Forest,Sedentary,Altitudinal,Invertebrate,2,2,1.3979400086720375,2,3,2.5,3.332455563,3100,LC
Dendrocolaptes picumnus,Dendrocolaptes picumnus,19,40.5,28.4,8.3,8.3,28.5,129.6,23.3,108.2,17.7,121.7,76.6,Forest,Dense,Carnivore,Invertivore,Insessorial,-27.03,17.18,-4.18,-64.56,5749616.39,Forest,Sedentary,Altitudinal,Invertebrate,2,3,1.2218487496163564,2,2,2,4.073509605,3100,LC
Sporophila minuta,Sporophila minuta,23,9.2,6.2,5,6.2,15.7,49.3,8.8,40.8,17.8,39.6,7.8,Grassland,Open,Herbivore,Granivore,Insessorial,-3.97,22.06,5.68,-67.18,2243040.21,Non-forest,Sedentary,Irregular,Seed,1,4,1.3979400086720375,2,3,2.5,2.14423309,2400,LC
Sirystes albocinereus,Sirystes albocinereus,4,24.8,13.2,8.4,6.6,19.8,99.8,18,82.7,17.8,83.5,38,Forest,Dense,Carnivore,Invertivore,Insessorial,-17.73,8.98,-7.14,-70.08,1894993.29,Forest,Sedentary,Sedentary,Invertebrate,2,2,1.3979400086720375,NA,NA,NA,2.534393376,1100,LC
Saltator maximus,Saltator maximus,51,20.7,14.7,8.9,10.4,25.3,96.1,16.1,79.2,16.9,88.9,47.62,Shrubland,Semi_open,Herbivore,Frugivore,Insessorial,-23.1,19.85,-3.81,-62.15,9544602.66,Non-forest,Sedentary,Sedentary,Herbivore,5,4,0.6989700043360189,2,3,2.5,3.738067154,1800,LC
Arremonops tocuyensis,Arremonops tocuyensis,3,15.1,9.7,4.1,6.4,21.4,63.8,4.4,59.4,6.8,50.5,29.36,Woodland,Semi_open,Omnivore,Omnivore,Generalist,9.72,12.46,10.98,-70.65,72802.63,Forest,Sedentary,Sedentary,Omnivore,3,3,1.045757490560675,2,3,2.5,3.017020017,400,LC
Thectocercus acuticaudatus,Psittacara acuticaudatus,5,31.9,27.4,17.5,33.6,15.5,187,85,102.2,45.4,176.4,171,Shrubland,Semi_open,Herbivore,Frugivore,Insessorial,-39.19,12.46,-17.6,-59.05,3345328.67,Non-forest,Sedentary,Irregular,Fruit,2,3,1.2218487496163564,2,2,2,6.074132947,700,LC
Ictinia plumbea,Ictinia plumbea,5,23.9,15.1,10.8,13.4,33.2,285.6,117.8,164.9,41.8,134.8,249.9,Forest,Semi_open,Carnivore,Invertivore,Generalist,-29.27,23.69,-7.01,-60.39,12719722.18,Forest,Sedentary,Migratory,Invertebrate,1,2,1.6989700043360187,1,2,1.5,5.081551727,3800,LC
Tachyphonus rufus,Tachyphonus rufus,46,18.7,13.4,6.1,7.6,22.1,83,13.4,69.6,16.2,77.2,34.4,Shrubland,Semi_open,Omnivore,Invertivore,Insessorial,-34.99,11.36,-9.22,-53.41,5942265.97,Non-forest,Sedentary,Sedentary,Fruit,3,3,1.045757490560675,2,3,2.5,2.964453238,2300,LC
Atalotriccus pilaris,Atalotriccus pilaris,4,13.6,6.3,3.4,2.6,15.4,41.2,3.6,37.6,8.8,33.4,6.8,Woodland,Semi_open,Carnivore,Invertivore,Insessorial,2.29,12.46,7.68,-69.45,813969.64,Forest,Sedentary,Sedentary,Invertebrate,2,2,1.3979400086720375,NA,NA,NA,2.078386069,1300,LC
Cnemotriccus fuscatus,Cnemotriccus fuscatus,89,13.8,9.8,5.4,4,18.3,66.7,9,54.7,14.1,62.6,13.6,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-30.42,12.49,-8.42,-57.2,12243851.43,Forest,Partial,Sedentary,Invertebrate,1,4,1.3979400086720375,3,3,3,2.311679867,1200,LC
Psittacara leucophthalmus,Psittacara leucophthalmus,8,25.7,26.7,16.5,29.7,15.4,172.3,71.3,101,41.5,145.6,158,Forest,Semi_open,Herbivore,Omnivore,Insessorial,-34.57,10.76,-12.19,-58.18,8731069.11,Forest,Sedentary,Irregular,Fruit,4,6,0.619788758288394,3,4,3.5,5.212025016,1100,LC
Gymnomystax mexicanus,Gymnomystax mexicanus,5,32.4,20.6,6.7,9.8,33.2,125.2,25.8,98.5,20.7,105,98,Forest,Open,Omnivore,Omnivore,Terrestrial,-9.93,11.41,1.5,-64.48,1563861.27,Forest,Sedentary,Sedentary,Omnivore,4,6,0.619788758288394,3,3,3,3.658248211,2700,LC
Syrigma sibilatrix,Syrigma sibilatrix,4,69.2,49.2,10.4,13.3,87.8,290,87.2,202.8,30.1,103.8,463,Wetland,Open,Carnivore,Omnivore,Terrestrial,-37.58,10.14,-21.02,-58.85,4235220.19,Non-forest,Partial,Sedentary,Invertebrate,2,4,1.0969100130080565,3,4,3.5,5.090067553,2700,LC
Cyanocorax violaceus,Cyanocorax violaceus,12,39,24.9,12.6,14.6,48,193.6,28.5,165,14.8,163.8,262,Forest,Dense,Omnivore,Omnivore,Insessorial,-14.77,10.07,-1.78,-69.31,3381230.34,Forest,Sedentary,Sedentary,Omnivore,3,4,0.9208187539523752,5,5,5,6.5080052329999996,1450,LC
Psarocolius bifasciatus,Psarocolius yuracares,5,68.8,42.5,12.1,17.6,51.8,238.6,54.1,175.9,23.3,169.6,335.7,Forest,Dense,Omnivore,Omnivore,Insessorial,-18.1,7.08,-6.04,-64.3,4426817.44,Forest,Sedentary,Sedentary,Omnivore,4,5,0.6989700043360189,3,3,3,2.534393376,700,LC
Sporophila intermedia,Sporophila intermedia,45,10.3,7.2,5.4,7.4,15.1,54.6,9.4,47.4,16.5,45.1,12.1,Shrubland,Open,Herbivore,Granivore,Insessorial,1.27,12.49,6.99,-67.7,1371520.28,Non-forest,Sedentary,Sedentary,Seed,3,6,0.7447274948966939,2,3,2.5,2.140538,2700,LC
Euphonia laniirostris,Euphonia laniirostris,91,10.1,6.5,5.6,5.7,17.3,61,14,45.9,23.4,37.1,15,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-19.51,11.52,-5.66,-67.05,4464958.75,Forest,Sedentary,Sedentary,Fruit,1,5,1.3010299956639813,2,5,3.5,2.184948531,2300,LC
Melanerpes cruentatus,Melanerpes cruentatus,13,26.3,20.3,6.7,6.6,18.6,113.8,31.7,82.2,27.8,56.1,58.1,Forest,Dense,Omnivore,Invertivore,Insessorial,-17.95,9.2,-4.36,-62.44,7237147.71,Forest,Sedentary,Sedentary,Omnivore,2,4,1.0969100130080565,NA,NA,NA,2.593271669,1600,LC
Cacicus cela,Cacicus cela,12,33.7,24,7.9,11.8,29.8,145.3,39.5,104.1,27.2,97.8,85.45,Forest,Dense,Omnivore,Omnivore,Insessorial,-19.67,12.46,-4.5,-61.25,8569297.31,Forest,Sedentary,Sedentary,Omnivore,4,6,0.619788758288394,2,3,2.5,3.562632436,1600,LC
Euphonia xanthogaster,Euphonia xanthogaster,35,10.7,6,4.8,4.8,16.4,61.4,13.7,47.7,22.4,36,13,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-22.99,10.91,-4.78,-67.31,3715684.5,Forest,Sedentary,Irregular,Fruit,3,4,0.9208187539523752,4,4,4,2.117811425,2700,LC
Euphonia chrysopasta,Euphonia chrysopasta,9,11.5,6.2,5,5.3,14.6,56.9,12,45,21,35.1,14,Forest,Semi_open,Omnivore,Frugivore,Insessorial,-17.74,7.78,-3.51,-64.52,5478664.3,Forest,Sedentary,Sedentary,Fruit,2,2,1.3979400086720375,NA,NA,NA,2.484419385,1300,LC
Dacnis cayana,Dacnis cayana,30,13.7,8,3.7,4.2,15.5,61.8,15.5,47.3,24.7,43.9,13,Forest,Semi_open,Herbivore,Frugivore,Insessorial,-30.88,15.88,-7.09,-58.05,12058770.43,Forest,Sedentary,Altitudinal,Omnivore,3,4,0.9208187539523752,2,3,2.5,2.499936265,1400,LC
Ortalis columbiana,Ortalis columbiana,10,30.7,11.4,7.8,9.4,62.6,225.6,27,197.9,11.9,269.9,547.72,Shrubland,Dense,Herbivore,Frugivore,Insessorial,1.5,7.39,4.58,-75.14,117133.45,Non-forest,Sedentary,Sedentary,Fruit,2,1,1.6989700043360187,3,4,3.5,3.640601316,2600,LC
Cyanerpes caeruleus,Cyanerpes caeruleus,16,19.5,14.7,3.4,3.3,13.8,56.7,14.4,42.4,25.5,32.1,12,Forest,Dense,Omnivore,Omnivore,Insessorial,-17.67,11.43,-2.76,-63.48,6673757.38,Forest,Sedentary,Irregular,Omnivore,3,4,0.9208187539523752,3,3,3,3.346650484,2400,LC
Manacus manacus,Manacus manacus,74,11.5,6.8,4.4,4.2,20.9,52.2,8.4,44.5,15.9,32.8,16.7,Forest,Dense,Herbivore,Frugivore,Insessorial,-28.87,12.46,-4.94,-60.3,7524946.19,Forest,Sedentary,Sedentary,Fruit,2,3,1.2218487496163564,2,2,2,3.626485585,1500,LC
Leptotila rufaxilla,Leptotila rufaxilla,21,20.3,10.4,3.4,4.5,27.3,135.5,32.9,101.6,24.5,94.3,157,Forest,Dense,Herbivore,Granivore,Terrestrial,-33.53,10.84,-8.97,-56.85,11668214.68,Forest,Sedentary,Sedentary,Seed,2,3,1.2218487496163564,1,2,1.5,4.572896378,2300,LC
Mesembrinibis cayennensis,Mesembrinibis cayennensis,9,116.6,92.5,11.8,16.3,60.3,296.1,76.6,229.5,25,153.3,756,Forest,Semi_open,Carnivore,Aquatic predator,Terrestrial,-29.1,15.41,-7.9,-59.11,10576805.93,Forest,Sedentary,Irregular,Invertebrate,3,5,0.8239087409443188,2,4,3,5.759972748,1300,LC
Pionites melanocephalus,Pionites melanocephalus,5,29.6,23.8,13.3,23.4,14.6,135.4,46.7,87.6,34.8,68.6,148.78,Forest,Dense,Herbivore,Granivore,Insessorial,-10.09,10.1,1.31,-64.3,2920163.54,Forest,Sedentary,Irregular,Herbivore,4,2,1.0969100130080565,2,2,2,5.899535755,900,LC
Ara severus,Ara severus,15,39.7,36.1,20.5,36.9,20.7,239.4,86.3,153.3,35.9,242.6,343,Forest,Dense,Herbivore,Omnivore,Insessorial,-17.01,10.99,-4.21,-64.83,5824492.61,Forest,Sedentary,Altitudinal,Seed,2,4,1.0969100130080565,2,2,2,7.173747385,1200,LC
Orthopsittaca manilatus,Orthopsittaca manilatus,11,30.5,27.7,17,30.8,20.6,239.8,99.9,139.9,41.5,214.5,372,Woodland,Semi_open,Herbivore,Frugivore,Insessorial,-20.63,10.84,-6.22,-58.81,7148717.74,Forest,Partial,Migratory,Fruit,1,4,1.3979400086720375,2,2,2,5.422732525,1300,LC
Tapera naevia,Tapera naevia,12,19.8,12.4,5.1,7.2,28,106,24.1,81.3,22.8,146.8,48.42,Human Modified,Open,Carnivore,Invertivore,Generalist,-34.98,19.79,-8.55,-58.6,12346242.13,Non-forest,Sedentary,Sedentary,Invertebrate,1,1,2,NA,NA,NA,3.164090109,2100,LC
Hemitriccus zosterops,Hemitriccus zosterops,4,12.9,7.2,4,2.9,15.9,50.1,5.1,45.1,10.1,47.1,8.72,Forest,Dense,Carnivore,Invertivore,Insessorial,-10.59,6,-0.46,-64.99,2154385.69,Forest,Sedentary,Sedentary,Invertebrate,1,1,2,NA,NA,NA,2.312350952,950,LC
Crypturellus cinereus,Crypturellus cinereus,8,31,10.4,5.2,5.4,49.8,162.4,30.1,132,18.7,55.9,506.63,Forest,Dense,Herbivore,Omnivore,Terrestrial,-16.68,7.94,-3.75,-63.4,5924779.18,Forest,Sedentary,Sedentary,Omnivore,3,5,0.8239087409443188,2,2,2,6.164260205,800,LC
Psarocolius viridis,Psarocolius viridis,6,57.4,35.7,10.2,15.1,50.3,219.7,51.7,167.1,23.4,152.8,286.95,Forest,Dense,Omnivore,Invertivore,Insessorial,-11.89,10.77,-1.31,-63.09,5050471.2,Forest,Sedentary,Sedentary,Omnivore,2,1,1.6989700043360187,2,2,2,5.02787623,1200,LC
Pteroglossus pluricinctus,Pteroglossus pluricinctus,5,109.6,101.8,27.1,34.9,35.6,148.5,24.4,125.4,16.2,167.1,261.69,Forest,Dense,Omnivore,Frugivore,Insessorial,-6.32,8.77,0.36,-68.98,1636986.61,Forest,Sedentary,Sedentary,Fruit,2,2,1.3979400086720375,NA,NA,NA,5.08405119,1300,LC
Athene cunicularia,Athene cunicularia,5,24.1,15.5,7.9,13.7,43.4,180,51,128.9,28.3,80.2,150.61,Grassland,Open,Carnivore,Vertivore,Generalist,-53.49,53.84,3.15,-79.83,14303129.42,Non-forest,Sedentary,Migratory,Vertebrate,2,4,1.0969100130080565,6,11,8.5,3.059077808,4300,LC
Pteroglossus inscriptus,Pteroglossus humboldti,5,91,82,22.4,29.8,30.7,125.9,25.1,101.2,19.8,142,125.82,Forest,Dense,Herbivore,Frugivore,Insessorial,-14.78,3.57,-6.03,-69.84,1961660.05,Forest,Sedentary,Sedentary,Fruit,2,2,1.3979400086720375,NA,2.9,2.9,2.353423875,1100,LC
Tyrannus savana,Tyrannus savana,11,20.1,11.5,6.5,5.4,17.9,105.6,34.2,71.9,32,215,31.9,Grassland,Open,Carnivore,Invertivore,Insessorial,-43.34,18.89,-16.29,-58.8,8167916.45,Non-forest,Long_distance,Migratory,Invertebrate,2,5,1,1,3,2,2.835616027,4400,LC
Cacicus solitarius,Cacicus solitarius,5,32.1,24.5,7,11.3,29,118.1,13.3,107.2,11,110.4,79.76,Forest,Dense,Carnivore,Invertivore,Insessorial,-35.41,8.83,-11.97,-57.69,8791817.69,Forest,Sedentary,Sedentary,Omnivore,4,4,0.7958800173440752,2,2,2,3.487699317,700,LC
Cnemathraupis eximia,Cnemathraupis eximia,12,20.2,10.4,7.1,9.6,30.3,116.7,21.5,95.3,18.3,91.6,62.7,Forest,Dense,Herbivore,Frugivore,Insessorial,-5.38,7.59,0.56,-77.43,60098.85,Forest,Sedentary,Sedentary,Fruit,4,1,1.3979400086720375,NA,NA,NA,3.607602053,1300,LC
Atlapetes albinucha,Atlapetes albinucha,14,17.2,10.6,6.6,8,27,73.3,7.2,69.2,9.5,83.7,33.84,Forest,Dense,Omnivore,Omnivore,Generalist,0.35,21.54,11.21,-85.18,275050.2,Forest,Sedentary,Sedentary,Invertebrate,2,2,1.3979400086720375,2,3,2.5,3.34781139,2000,LC
Tangara arthus,Tangara aurulenta,15,13.4,7.3,4.6,5.2,19.1,75.8,17.4,58.5,23,54.1,22,Forest,Dense,Herbivore,Frugivore,Insessorial,-17.64,11.01,-3.07,-74.45,378423.75,Forest,Sedentary,Sedentary,Omnivore,2,2,1.3979400086720375,1,2,1.5,3.024530808,1700,LC
Sporophila funerea,Sporophila funerea,33,12.6,9.3,6.9,10.2,17.4,55,8.8,48.5,15.4,48.7,13,Human Modified,Semi_open,Herbivore,Granivore,Insessorial,-3.57,18.9,10.12,-81.24,730927.96,Non-forest,Partial,Sedentary,Seed,1,4,1.3979400086720375,2,3,2.5,2.584420851,1800,LC
Phyllomyias griseiceps,Phyllomyias griseiceps,5,9,4.9,3.7,3.1,14.2,51.6,9.2,42,18,45.2,7.2,Forest,Dense,Omnivore,Invertivore,Insessorial,-12.12,11.36,3.46,-68.77,707633.09,Forest,Sedentary,Sedentary,Invertebrate,2,1,1.6989700043360187,NA,NA,NA,2.119763454,1900,LC
Camptostoma obsoletum,Camptostoma obsoletum,37,9.8,5.8,3.2,3.1,13.9,52.3,8.7,43.6,16.5,40.9,8.1,Shrubland,Semi_open,Carnivore,Invertivore,Insessorial,-34.98,12.46,-9.88,-58.73,14428561.74,Non-forest,Sedentary,Sedentary,Invertebrate,2,5,1,2,3,2.5,2.124295243,2900,LC
Synallaxis brachyura,Synallaxis brachyura,22,16.3,10,3.4,4,21.3,57.9,7.5,51.4,12.6,76.7,18.3,Shrubland,Semi_open,Carnivore,Invertivore,Insessorial,-4.01,16.03,6.71,-79.9,403853.13,Non-forest,Sedentary,Sedentary,Invertebrate,2,6,0.9208187539523752,2,3,2.5,2.796525573,2100,LC
Progne tapera,Progne tapera,13,15.8,8.1,6,4.5,13.2,128.3,63.4,65.2,49.3,62.7,32,Grassland,Open,Carnivore,Invertivore,Aerial,-39.04,12.46,-15.64,-57.17,8235521.18,Non-forest,Sedentary,Migratory,Invertebrate,1,3,1.5228787452803376,3,5,4,2.528436547,3100,LC
Ixothraupis guttata,Tangara guttata,8,13.9,7.8,4.1,4.9,18.6,67.2,14.9,52.3,22.1,48.1,18.4,Forest,Dense,Herbivore,Frugivore,Insessorial,0.8,11.16,5.65,-67.4,376030.94,Forest,Sedentary,Sedentary,Fruit,2,3,1.2218487496163564,2,2,2,3.028689307,1400,LC
Myiodynastes maculatus,Myiodynastes maculatus,10,25.6,18.4,10.5,8.4,19.5,107.9,21.8,85,20.3,79,43.2,Forest,Semi_open,Carnivore,Invertivore,Insessorial,-6.02,23.38,3.7,-67.6,4626474.72,Forest,Long_distance,Migratory,Invertebrate,3,5,0.8239087409443188,2,4,3,2.390185369,3100,LC
Icterus chrysater,Icterus chrysater,10,25.7,15.9,6.1,8.2,26.4,96.2,17.7,78.5,18.4,97.6,53.4,Woodland,Semi_open,Omnivore,Omnivore,Insessorial,0.76,21.61,10.74,-80.28,777224.61,Forest,Sedentary,Altitudinal,Invertebrate,3,4,0.9208187539523752,2,3,2.5,4.520715799,3000,LC
Ramphocelus dimidiatus,Ramphocelus dimidiatus,24,16.8,11.8,6.6,7.7,21.5,76.2,12.3,64.4,16,71.3,28,Shrubland,Semi_open,Omnivore,Omnivore,Insessorial,1.52,11.57,7.54,-75.35,475288.52,Non-forest,Sedentary,Sedentary,Omnivore,3,3,1.045757490560675,2,2,2,3.404725323,2300,LC
Elaenia chiriquensis,Elaenia chiriquensis,6,12.8,7.8,4.3,4.1,16.4,72.4,15,57.3,20.8,62,15.4,Shrubland,Open,Omnivore,Omnivore,Insessorial,-26.93,12.46,-6.64,-56.58,7208019.86,Non-forest,Partial,Migratory,Fruit,2,4,1.0969100130080565,1,4,2.5,3.573346476,2100,LC
Saltator striatipectus,Saltator striatipectus,29,19.5,13.1,8.6,11.8,27.3,90.8,13.9,77.6,15.3,87.4,39,Shrubland,Semi_open,Omnivore,Omnivore,Insessorial,-15.44,12.46,4.47,-74.4,889950.27,Non-forest,Sedentary,Sedentary,Omnivore,4,4,0.7958800173440752,2,3,2.5,3.498077641,2800,LC
Sporophila nigricollis,Sporophila nigricollis,113,9.1,6,5,6.5,13.8,52.4,7.9,45.6,14.7,43,9.6,Shrubland,Open,Herbivore,Granivore,Insessorial,-26.55,12.53,-6.92,-54.88,7194514.7,Non-forest,Sedentary,Irregular,Seed,1,4,1.3979400086720375,2,3,2.5,2.298278569,2400,LC
